90	0.4346705775380704	0.319007833513021	0.4017687608481664	0.3095977255434249	0.30504950863752067	0.333806898072039	0.3768312118575557	0.33725109753238036	
92	0.4386286478111774	0.3127024541176321	0.39284684035606077	0.3065392181222444	0.3007073678592711	0.33701462504761937	0.3806473992508129	0.32678550398587797	
94	0.41062627488849535	0.34663647823228017	0.3632063804514263	0.3337354057163863	0.3080245214056115	0.3189740823721771	0.38469596017306035	0.3532155119031063	
96	0.43598604373939165	0.31436545564656554	0.36979779772165644	0.31014288919218425	0.294260076974055	0.29459989784507834	0.3745189871101124	0.3092224715558928	
97	0.38601960211572706	0.3278861524395894	0.36524498623293666	0.294389135880433	0.2947225384551418	0.33798487421783463	0.3250405295687607	0.37700318136159244	
98	0.3965299885581606	0.30172037878087976	0.371667706693006	0.2785951305209867	0.2800877266790939	0.36733391038836194	0.3242527925691126	0.3756678218683172	
99	0.39742774760326594	0.3391202154343461	0.3569676785695828	0.3289767611909924	0.2980519045229772	0.32675880298510734	0.3550183956650302	0.3683378054316423	
112	0.42427067458333434	0.3229608518596483	0.3959916370783108	0.31720431263781385	0.301185982901902	0.3052075041791321	0.34301539447124574	0.32548693604332735	
113	0.36055545401272815	0.36231280901965707	0.3760370273428952	0.34433913926104204	0.29778180654755787	0.3091100942547228	0.32039244556646634	0.3425573294679368	
115	0.37839388321693335	0.3569190412219929	0.3400256540761723	0.3385639589213852	0.2959014334377215	0.3238045346127769	0.3234715569441926	0.32905927200460194	
118	0.32487918353353684	0.3394093884788352	0.2997775550821659	0.38698367086928	0.35567103189984134	0.36627886583482017	0.32576524970898224	0.301199297449412	
119	0.32944093653747814	0.33485959014949385	0.2917338558994524	0.3963258197554787	0.3293111046501826	0.3876481216320568	0.3114578943611226	0.305746169199043	
120	0.35712213458271147	0.3191183455728455	0.3323865831913861	0.38978250377639795	0.3443962747796885	0.3914399379371851	0.31719982378742473	0.3055438064128285	
121	0.33637484757424185	0.3310625510684786	0.31348503364559926	0.40551384819406766	0.32721835675015176	0.4019747508177957	0.3012918923294825	0.31215585230350773	
122	0.3942210607489359	0.34910925762349226	0.4033784102546789	0.3382227515693841	0.3179607686726611	0.33321567082975956	0.3205924679089629	0.33759395334107456	
124	0.3925607126649148	0.3656984733213268	0.35617303331261474	0.3491299669584935	0.29397574070198373	0.3195453983063493	0.3303280659601514	0.2998033895762093	
128	0.34516144264100856	0.3902290208796308	0.33141269798295875	0.3496486043922632	0.2792177809299655	0.30393867781113304	0.3087207713231997	0.32710570080478885	
321	0.30528005134184977	0.3043669085958335	0.32999588317488643	0.3407162413230519	0.3556661730139439	0.39169226374569033	0.3301267265045592	0.3757831342635098	
323	0.33890577002487976	0.29479067581291163	0.3212679174864732	0.3309348435131753	0.3455293328024717	0.3791123642484462	0.3250615802063332	0.3888315214828939	
